Latitude (decimal degrees):	38.346
Longitude (decimal degrees):	-0.489
Elevation (m):	30
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230326:1210,796.32,846.72,174.09,15.06,53.87,24.05,4.41,0.0
20230326:1310,773.63,831.02,158.08,14.59,51.2,24.17,4.34,0.0
20230326:1410,668.55,668.01,175.71,12.57,44.4,24.27,4.28,0.0
20230326:1510,539.58,533.51,139.07,10.09,35.02,24.12,4.28,0.0
20230326:1610,344.86,320.28,114.67,6.69,24.24,23.82,4.48,0.0
20230326:1710,112.4,88.16,78.33,2.8,12.76,22.98,4.07,0.0
20230326:1810,0.0,0.0,0.0,0.0,0.0,22.82,3.17,0.0
20230326:1910,0.0,0.0,0.0,0.0,0.0,22.14,2.76,0.0
20230326:2010,0.0,0.0,0.0,0.0,0.0,22.11,3.1,0.0
20230326:2110,0.0,0.0,0.0,0.0,0.0,21.53,3.38,0.0
20230326:2210,0.0,0.0,0.0,0.0,0.0,20.58,4.0,0.0
20230326:2310,0.0,0.0,0.0,0.0,0.0,19.83,4.0,0.0
20230327:0010,0.0,0.0,0.0,0.0,0.0,18.95,3.66,0.0
20230327:0110,0.0,0.0,0.0,0.0,0.0,18.23,3.38,0.0
20230327:0210,0.0,0.0,0.0,0.0,0.0,17.15,3.38,0.0
20230327:0310,0.0,0.0,0.0,0.0,0.0,16.22,2.83,0.0
20230327:0410,0.0,0.0,0.0,0.0,0.0,14.95,2.41,0.0
20230327:0510,0.0,0.0,0.0,0.0,0.0,14.74,2.48,0.0
20230327:0610,0.0,0.0,5.45,0.11,2.03,14.7,2.14,0.0
20230327:0710,160.75,162.03,64.64,3.69,13.76,15.1,1.59,0.0
20230327:0810,391.97,389.52,100.15,7.51,25.22,16.76,0.69,0.0
20230327:0910,574.94,587.45,131.1,10.8,35.96,17.59,1.24,0.0
20230327:1010,722.14,776.1,138.11,13.58,45.26,18.66,2.21,0.0
20230327:1110,809.45,879.89,149.47,15.23,51.89,19.15,3.1,0.0
20230327:1210,848.49,917.77,150.99,15.79,54.26,19.33,4.34,0.0
20230327:1310,820.51,862.52,154.98,15.06,51.54,19.32,5.38,0.0
20230327:1410,726.75,721.87,158.77,13.13,44.68,18.85,6.62,0.0
20230327:1510,577.49,548.08,141.4,10.4,35.25,17.92,6.83,0.0
20230327:1610,363.6,318.4,122.82,6.85,24.44,16.99,6.0,0.0
20230327:1710,132.41,116.94,72.87,3.16,12.95,16.35,5.03,0.0
20230327:1810,0.0,0.0,0.0,0.0,0.0,15.99,3.86,0.0
20230327:1910,0.0,0.0,0.0,0.0,0.0,15.6,2.41,0.0
20230327:2010,0.0,0.0,0.0,0.0,0.0,15.11,1.03,0.0
20230327:2110,0.0,0.0,0.0,0.0,0.0,14.47,0.21,0.0
20230327:2210,0.0,0.0,0.0,0.0,0.0,13.68,1.24,0.0
20230327:2310,0.0,0.0,0.0,0.0,0.0,13.29,1.31,0.0
20230328:0010,0.0,0.0,0.0,0.0,0.0,12.96,1.45,0.0
20230328:0110,0.0,0.0,0.0,0.0,0.0,12.6,1.66,0.0
20230328:0210,0.0,0.0,0.0,0.0,0.0,12.21,2.0,0.0
20230328:0310,0.0,0.0,0.0,0.0,0.0,11.98,2.07,0.0
20230328:0410,0.0,0.0,0.0,0.0,0.0,11.85,2.14,0.0
20230328:0510,0.0,0.0,0.0,0.0,0.0,11.77,2.34,0.0
20230328:0610,0.69,0.0,7.27,0.14,2.33,11.65,2.55,0.0
20230328:0710,157.42,148.37,69.76,3.62,14.07,12.99,2.62,0.0
20230328:0810,393.09,369.46,106.62,7.38,25.54,14.34,2.83,0.0
20230328:0910,580.45,565.48,136.61,10.63,36.3,15.3,2.9,0.0
20230328:1010,709.47,738.94,149.3,13.29,45.63,16.44,2.0,0.0
20230328:1110,788.8,808.19,179.43,14.74,52.28,16.94,3.1,0.0
20230328:1210,803.06,779.73,216.63,14.92,54.65,17.15,4.14,0.0
20230328:1310,810.78,843.52,156.27,14.88,51.89,17.29,4.69,0.0
20230328:1410,727.34,745.88,140.45,13.26,44.96,17.34,4.76,0.0
20230328:1510,575.09,564.87,127.81,10.49,35.48,17.24,4.55,0.0
20230328:1610,361.06,327.18,113.96,6.89,24.64,16.92,4.14,0.0
20230328:1710,137.4,133.65,65.14,3.33,13.13,16.32,3.59,0.0
20230328:1810,0.0,0.0,0.0,0.0,0.0,15.61,2.83,0.0
20230328:1910,0.0,0.0,0.0,0.0,0.0,15.18,1.72,0.0
20230328:2010,0.0,0.0,0.0,0.0,0.0,14.87,0.9,0.0
20230328:2110,0.0,0.0,0.0,0.0,0.0,14.17,0.48,0.0
20230328:2210,0.0,0.0,0.0,0.0,0.0,13.42,0.76,0.0
20230328:2310,0.0,0.0,0.0,0.0,0.0,13.01,0.9,0.0
20230329:0010,0.0,0.0,0.0,0.0,0.0,12.65,0.55,0.0
20230329:0110,0.0,0.0,0.0,0.0,0.0,12.46,0.34,0.0
20230329:0210,0.0,0.0,0.0,0.0,0.0,12.32,0.28,0.0
20230329:0310,0.0,0.0,0.0,0.0,0.0,11.96,0.34,0.0
20230329:0410,0.0,0.0,0.0,0.0,0.0,11.92,0.41,0.0
20230329:0510,0.0,0.0,0.0,0.0,0.0,11.66,0.69,0.0
20230329:0610,1.48,0.33,8.93,0.2,2.64,11.56,0.83,0.0
20230329:0710,149.79,126.36,80.39,3.51,14.38,12.59,0.9,0.0
20230329:0810,394.8,385.0,102.22,7.6,25.86,14.26,0.62,0.0
20230329:0910,579.72,587.03,128.83,10.89,36.64,15.27,1.24,0.0
20230329:1010,720.95,774.98,134.73,13.65,46.0,16.38,1.66,0.0
20230329:1110,816.47,889.53,139.33,15.35,52.68,17.01,2.97,0.0
20230329:1210,848.89,927.31,139.67,15.9,55.04,17.55,3.72,0.0
20230329:1310,816.25,871.02,143.68,15.16,52.23,17.68,4.21,0.0
20230329:1410,727.72,759.93,134.55,13.44,45.23,17.99,4.21,0.0
20230329:1510,573.01,567.05,128.51,10.6,35.71,17.89,3.93,0.0
20230329:1610,364.8,339.29,109.62,7.05,24.84,17.7,3.45,0.0
20230329:1710,136.88,133.48,65.71,3.38,13.31,17.1,2.76,0.0
20230329:1810,0.0,0.0,0.0,0.0,0.0,16.6,1.66,0.0
20230329:1910,0.0,0.0,0.0,0.0,0.0,16.01,0.69,0.0
20230329:2010,0.0,0.0,0.0,0.0,0.0,15.44,0.48,0.0
20230329:2110,0.0,0.0,0.0,0.0,0.0,15.37,1.38,0.0
20230329:2210,0.0,0.0,0.0,0.0,0.0,14.43,1.45,0.0
20230329:2310,0.0,0.0,0.0,0.0,0.0,14.22,1.72,0.0
20230330:0010,0.0,0.0,0.0,0.0,0.0,13.97,2.14,0.0
20230330:0110,0.0,0.0,0.0,0.0,0.0,13.68,2.0,0.0
20230330:0210,0.0,0.0,0.0,0.0,0.0,13.4,1.79,0.0
20230330:0310,0.0,0.0,0.0,0.0,0.0,13.13,2.0,0.0
20230330:0410,0.0,0.0,0.0,0.0,0.0,13.12,2.62,0.0
20230330:0510,0.0,0.0,0.0,0.0,0.0,13.13,2.69,0.0
20230330:0610,0.68,0.0,7.27,0.14,2.94,13.38,2.55,0.0
20230330:0710,137.15,95.29,92.91,3.29,14.68,14.15,2.41,0.0
20230330:0810,246.95,108.22,197.04,5.35,26.18,16.35,2.14,0.0
20230330:0910,573.34,568.96,136.76,10.81,36.98,18.46,2.69,0.0
20230330:1010,713.69,759.98,140.78,13.6,46.36,21.03,3.17,0.0
20230330:1110,782.67,839.13,161.98,15.05,53.07,22.45,3.66,0.0
20230330:1210,813.97,885.27,158.03,15.64,55.42,23.32,4.28,0.0
20230330:1310,694.99,581.86,289.21,13.46,52.56,23.57,5.38,0.0
20230330:1410,641.36,555.66,236.08,12.21,45.51,23.47,6.55,0.0
20230330:1510,501.83,412.01,201.31,9.62,35.93,23.1,6.97,0.0
20230330:1610,345.86,307.14,123.85,6.87,25.03,22.65,6.41,0.0
20230330:1710,128.55,120.5,69.73,3.29,13.49,21.86,5.66,0.0
20230330:1810,0.0,0.0,2.57,0.05,1.75,21.26,4.28,0.0
20230330:1910,0.0,0.0,0.0,0.0,0.0,20.64,3.38,0.0
20230330:2010,0.0,0.0,0.0,0.0,0.0,19.4,3.1,0.0
20230330:2110,0.0,0.0,0.0,0.0,0.0,19.18,2.55,0.0
20230330:2210,0.0,0.0,0.0,0.0,0.0,18.95,2.48,0.0
20230330:2310,0.0,0.0,0.0,0.0,0.0,19.19,3.03,0.0
20230331:0010,0.0,0.0,0.0,0.0,0.0,19.67,3.24,0.0
20230331:0110,0.0,0.0,0.0,0.0,0.0,19.82,3.79,0.0
20230331:0210,0.0,0.0,0.0,0.0,0.0,20.16,4.48,0.0
20230331:0310,0.0,0.0,0.0,0.0,0.0,20.45,4.76,0.0
20230331:0410,0.0,0.0,0.0,0.0,0.0,20.59,5.03,0.0
20230331:0510,0.0,0.0,0.0,0.0,0.0,20.5,5.1,0.0
20230331:0610,0.62,0.0,7.27,0.14,3.24,20.45,5.1,0.0
20230331:0710,156.48,148.38,73.48,3.82,14.99,20.76,5.38,0.0
20230331:0810,364.84,324.22,127.97,7.23,26.49,21.97,5.45,0.0
20230331:0910,527.53,457.51,189.92,10.13,37.32,23.11,6.0,0.0
20230331:1010,609.73,494.37,267.86,11.94,46.73,24.67,5.24,0.0
20230331:1110,677.32,555.11,300.46,13.33,53.47,25.37,5.38,0.0
20230331:1210,633.69,438.74,360.44,12.79,55.81,25.63,5.45,0.0
20230331:1310,618.29,437.88,339.72,12.41,52.9,25.6,5.52,0.0
20230331:1410,229.97,17.98,275.64,5.71,45.78,25.58,5.66,0.0
20230331:1510,350.91,166.78,271.04,7.54,36.16,25.23,5.45,0.0
20230331:1610,345.16,324.95,111.24,6.98,25.23,24.79,5.31,0.0
20230331:1710,112.57,82.8,84.04,2.98,13.67,24.18,5.17,0.0
20230331:1810,0.0,0.0,2.57,0.05,1.92,23.51,4.9,0.0
20230331:1910,0.0,0.0,0.0,0.0,0.0,22.67,4.62,0.0
20230331:2010,0.0,0.0,0.0,0.0,0.0,22.77,4.97,0.0
20230331:2110,0.0,0.0,0.0,0.0,0.0,22.99,5.72,0.0
20230331:2210,0.0,0.0,0.0,0.0,0.0,22.71,5.24,0.0
20230331:2310,0.0,0.0,0.0,0.0,0.0,22.11,5.45,0.0
20230401:0010,0.0,0.0,0.0,0.0,0.0,21.65,5.66,0.0
20230401:0110,0.0,0.0,0.0,0.0,0.0,21.23,5.86,0.0
20230401:0210,0.0,0.0,0.0,0.0,0.0,20.82,5.79,0.0
20230401:0310,0.0,0.0,0.0,0.0,0.0,20.18,5.38,0.0
20230401:0410,0.0,0.0,0.0,0.0,0.0,20.09,5.17,0.0
20230401:0510,0.0,0.0,0.0,0.0,0.0,19.56,4.28,0.0
20230401:0610,0.0,0.0,1.82,0.04,3.54,19.09,2.28,0.0
20230401:0710,32.95,0.0,54.54,1.09,15.29,18.97,1.59,0.0
20230401:0810,211.28,70.94,196.13,4.86,26.81,18.93,1.45,0.0
20230401:0910,155.72,3.53,198.49,4.0,37.65,19.22,0.55,0.0
20230401:1010,165.98,1.19,212.81,4.25,47.1,19.14,0.76,0.0
20230401:1110,195.56,1.2,247.36,4.94,53.86,19.09,1.31,0.0
20230401:1210,184.46,0.0,235.44,4.68,56.2,19.62,1.86,0.0
20230401:1310,731.07,716.65,213.64,14.23,53.23,20.42,2.69,0.0
20230401:1410,683.94,689.12,158.5,12.98,46.05,21.28,4.62,0.0
20230401:1510,545.07,526.41,137.97,10.34,36.38,21.39,5.66,0.0
20230401:1610,352.21,324.23,110.72,7.02,25.42,20.61,6.21,0.0
20230401:1710,129.01,118.5,70.81,3.36,13.85,20.01,5.79,0.0
20230401:1810,0.0,0.0,5.14,0.11,2.1,19.71,5.31,0.0
20230401:1910,0.0,0.0,0.0,0.0,0.0,19.59,4.41,0.0
20230401:2010,0.0,0.0,0.0,0.0,0.0,19.23,3.31,0.0
20230401:2110,0.0,0.0,0.0,0.0,0.0,19.12,3.1,0.0
20230401:2210,0.0,0.0,0.0,0.0,0.0,19.14,3.31,0.0
20230401:2310,0.0,0.0,0.0,0.0,0.0,20.04,3.59,0.0
20230402:0010,0.0,0.0,0.0,0.0,0.0,18.3,5.38,0.0
20230402:0110,0.0,0.0,0.0,0.0,0.0,16.48,4.69,0.0
20230402:0210,0.0,0.0,0.0,0.0,0.0,15.96,2.9,0.0
20230402:0310,0.0,0.0,0.0,0.0,0.0,15.67,1.72,0.0
20230402:0410,0.0,0.0,0.0,0.0,0.0,15.24,2.28,0.0
20230402:0510,0.0,0.0,0.0,0.0,0.0,15.25,2.62,0.0
20230402:0610,5.6,1.67,16.15,0.43,3.84,15.02,3.59,0.0
20230402:0710,176.64,173.46,69.46,4.25,15.59,15.2,4.62,0.0
20230402:0810,415.93,398.31,102.75,8.05,27.12,16.1,5.24,0.0
20230402:0910,607.09,607.54,126.21,11.41,37.99,17.37,4.41,0.0
20230402:1010,712.22,775.4,140.84,14.03,47.46,18.56,1.24,0.0
20230402:1110,796.28,888.12,145.57,15.72,54.25,19.49,1.93,0.0
20230402:1210,827.03,923.24,147.08,16.24,56.58,19.74,2.48,0.0
20230402:1310,789.52,864.92,152.08,15.48,53.56,20.05,2.41,0.0
20230402:1410,705.48,754.19,140.56,13.73,46.32,20.18,2.41,0.0
20230402:1510,570.24,570.81,128.89,10.92,36.6,19.95,3.86,0.0
20230402:1610,376.41,360.72,101.88,7.49,25.61,19.42,5.79,0.0
20230402:1710,140.31,137.8,66.16,3.65,14.03,17.72,6.34,0.0
20230402:1810,0.14,0.0,5.99,0.13,2.28,16.65,5.79,0.0
20230402:1910,0.0,0.0,0.0,0.0,0.0,16.03,5.03,0.0
20230402:2010,0.0,0.0,0.0,0.0,0.0,15.79,3.52,0.0
20230402:2110,0.0,0.0,0.0,0.0,0.0,15.44,1.45,0.0
20230402:2210,0.0,0.0,0.0,0.0,0.0,14.79,1.79,0.0
20230402:2310,0.0,0.0,0.0,0.0,0.0,14.53,1.59,0.0
20230403:0010,0.0,0.0,0.0,0.0,0.0,14.41,1.86,0.0
20230403:0110,0.0,0.0,0.0,0.0,0.0,13.99,2.0,0.0
20230403:0210,0.0,0.0,0.0,0.0,0.0,13.55,1.86,0.0
20230403:0310,0.0,0.0,0.0,0.0,0.0,13.16,2.14,0.0
20230403:0410,0.0,0.0,0.0,0.0,0.0,12.84,2.55,0.0
20230403:0510,0.0,0.0,0.0,0.0,0.0,12.41,2.9,0.0
20230403:0610,7.39,1.67,18.76,0.49,4.14,12.17,2.76,0.0
20230403:0710,175.72,166.07,73.84,4.25,15.89,13.36,2.48,0.0
20230403:0810,404.4,386.09,109.46,8.03,27.43,15.22,1.66,0.0
20230403:0910,590.61,596.87,131.02,11.39,38.32,16.24,1.79,0.0
20230403:1010,721.68,751.34,151.12,13.91,47.82,17.3,2.48,0.0
20230403:1110,813.55,860.16,158.24,15.57,54.64,17.36,3.52,0.0
20230403:1210,850.65,905.9,154.32,16.17,56.96,17.28,4.28,0.0
20230403:1310,817.88,848.89,156.95,15.39,53.89,17.18,4.97,0.0
20230403:1410,728.54,730.11,149.69,13.58,46.58,17.1,5.72,0.0
20230403:1510,577.87,552.01,135.62,10.81,36.82,16.65,6.14,0.0
20230403:1610,370.02,333.99,113.34,7.32,25.8,15.97,5.86,0.0
20230403:1710,127.68,98.66,82.87,3.33,14.21,15.46,5.03,0.0
20230403:1810,0.0,0.0,4.28,0.09,2.46,15.12,3.66,0.0
20230403:1910,0.0,0.0,0.0,0.0,0.0,14.89,2.07,0.0
20230403:2010,0.0,0.0,0.0,0.0,0.0,14.64,1.24,0.0
20230403:2110,0.0,0.0,0.0,0.0,0.0,14.1,0.9,0.0
20230403:2210,0.0,0.0,0.0,0.0,0.0,13.36,0.55,0.0
20230403:2310,0.0,0.0,0.0,0.0,0.0,13.19,0.69,0.0
20230404:0010,0.0,0.0,0.0,0.0,0.0,12.97,1.1,0.0
20230404:0110,0.0,0.0,0.0,0.0,0.0,12.65,1.17,0.0
20230404:0210,0.0,0.0,0.0,0.0,0.0,12.3,1.24,0.0
20230404:0310,0.0,0.0,0.0,0.0,0.0,11.98,1.03,0.0
20230404:0410,0.0,0.0,0.0,0.0,0.0,11.99,1.17,0.0
20230404:0510,0.0,0.0,0.0,0.0,0.0,12.14,1.38,0.0
20230404:0610,8.69,1.33,20.78,0.51,4.44,12.16,1.52,0.0
20230404:0710,171.6,155.87,78.08,4.2,16.19,13.28,1.86,0.0
20230404:0810,400.45,371.86,113.86,7.94,27.74,14.7,2.55,0.0
20230404:0910,582.33,557.43,147.07,11.12,38.64,15.51,2.97,0.0
20230404:1010,719.05,721.66,163.33,13.73,48.18,16.2,3.17,0.0
20230404:1110,814.06,850.24,158.65,15.5,55.02,16.56,3.93,0.0
20230404:1210,852.4,907.71,148.15,16.17,57.34,16.92,4.62,0.0
20230404:1310,813.4,849.6,153.07,15.41,54.22,17.1,4.62,0.0
20230404:1410,720.02,730.93,144.71,13.58,46.85,17.18,4.76,0.0
20230404:1510,562.19,536.92,139.07,10.71,37.03,16.99,4.48,0.0
20230404:1610,371.26,352.02,102.79,7.49,25.99,16.75,3.59,0.0
20230404:1710,138.85,134.3,67.18,3.71,14.38,16.18,3.66,0.0
20230404:1810,1.23,0.0,8.56,0.18,2.63,15.77,3.86,0.0
20230404:1910,0.0,0.0,0.0,0.0,0.0,15.38,3.52,0.0
20230404:2010,0.0,0.0,0.0,0.0,0.0,15.17,2.69,0.0
20230404:2110,0.0,0.0,0.0,0.0,0.0,14.75,1.79,0.0
20230404:2210,0.0,0.0,0.0,0.0,0.0,14.17,0.97,0.0
20230404:2310,0.0,0.0,0.0,0.0,0.0,13.86,0.76,0.0
20230405:0010,0.0,0.0,0.0,0.0,0.0,13.19,0.83,0.0
20230405:0110,0.0,0.0,0.0,0.0,0.0,12.79,1.24,0.0
20230405:0210,0.0,0.0,0.0,0.0,0.0,12.7,1.59,0.0
20230405:0310,0.0,0.0,0.0,0.0,0.0,12.39,1.86,0.0
20230405:0410,0.0,0.0,0.0,0.0,0.0,12.47,1.93,0.0
20230405:0510,0.0,0.0,0.0,0.0,0.0,12.51,1.93,0.0
20230405:0610,10.2,2.0,22.87,0.6,4.73,12.6,1.79,0.0
20230405:0710,179.92,169.94,75.11,4.43,16.48,13.37,1.86,0.0
20230405:0810,409.57,387.79,110.65,8.19,28.04,14.84,2.21,0.0
20230405:0910,600.6,594.35,134.39,11.54,38.97,15.75,2.97,0.0
20230405:1010,745.11,767.15,146.01,14.2,48.54,16.6,4.0,0.0
20230405:1110,830.01,864.0,157.37,15.75,55.41,16.98,4.97,0.0
20230405:1210,866.77,921.33,146.84,16.42,57.72,16.96,5.31,0.0
20230405:1310,823.47,851.48,156.07,15.55,54.54,16.98,5.45,0.0
20230405:1410,737.18,751.59,139.1,13.87,47.11,17.09,5.72,0.0
20230405:1510,586.05,576.98,123.16,11.12,37.25,16.89,5.66,0.0
20230405:1610,381.88,364.25,99.47,7.69,26.17,16.52,5.38,0.0
20230405:1710,141.38,138.89,65.9,3.82,14.56,15.9,4.76,0.0
20230405:1810,2.08,0.0,10.28,0.22,2.81,15.41,3.79,0.0
20230405:1910,0.0,0.0,0.0,0.0,0.0,15.07,2.48,0.0
20230405:2010,0.0,0.0,0.0,0.0,0.0,14.74,1.17,0.0
20230405:2110,0.0,0.0,0.0,0.0,0.0,14.08,0.41,0.0
20230405:2210,0.0,0.0,0.0,0.0,0.0,13.15,0.9,0.0
20230405:2310,0.0,0.0,0.0,0.0,0.0,12.84,0.83,0.0
20230406:0010,0.0,0.0,0.0,0.0,0.0,12.58,1.03,0.0
20230406:0110,0.0,0.0,0.0,0.0,0.0,12.21,1.31,0.0
20230406:0210,0.0,0.0,0.0,0.0,0.0,11.89,1.38,0.0
20230406:0310,0.0,0.0,0.0,0.0,0.0,11.49,1.38,0.0
20230406:0410,0.0,0.0,0.0,0.0,0.0,11.47,1.24,0.0
20230406:0510,0.0,0.0,0.0,0.0,0.0,11.39,1.31,0.0
20230406:0610,11.5,2.0,24.63,0.63,5.03,11.6,1.45,0.0
20230406:0710,182.0,169.88,76.68,4.5,16.78,12.85,1.93,0.0
20230406:0810,396.02,348.53,131.12,7.98,28.35,14.62,2.62,0.0
20230406:0910,600.95,589.73,137.09,11.57,39.29,15.66,3.24,0.0
20230406:1010,736.93,758.67,150.96,14.21,48.89,16.46,3.24,0.0
20230406:1110,825.46,867.09,155.83,15.84,55.79,16.85,4.21,0.0
20230406:1210,829.41,823.13,200.62,15.88,58.1,16.92,4.76,0.0
20230406:1310,707.97,552.11,310.76,13.76,54.86,17.01,4.83,0.0
20230406:1410,580.78,386.6,313.02,11.48,47.36,16.97,4.83,0.0
20230406:1510,480.69,335.57,240.44,9.53,37.46,16.77,4.69,0.0
20230406:1610,320.16,226.19,164.48,6.69,26.36,16.5,4.41,0.0
20230406:1710,119.49,75.93,93.18,3.22,14.73,16.03,4.0,0.0
20230406:1810,1.65,0.0,9.42,0.2,2.98,15.56,3.45,0.0
20230406:1910,0.0,0.0,0.0,0.0,0.0,15.06,2.48,0.0
20230406:2010,0.0,0.0,0.0,0.0,0.0,14.82,1.79,0.0
20230406:2110,0.0,0.0,0.0,0.0,0.0,14.38,1.93,0.0
20230406:2210,0.0,0.0,0.0,0.0,0.0,13.64,2.07,0.0
20230406:2310,0.0,0.0,0.0,0.0,0.0,13.28,2.07,0.0
20230407:0010,0.0,0.0,0.0,0.0,0.0,12.94,1.79,0.0
20230407:0110,0.0,0.0,0.0,0.0,0.0,12.64,1.72,0.0
20230407:0210,0.0,0.0,0.0,0.0,0.0,12.27,1.79,0.0
20230407:0310,0.0,0.0,0.0,0.0,0.0,11.8,1.86,0.0
20230407:0410,0.0,0.0,0.0,0.0,0.0,11.52,1.79,0.0
20230407:0510,0.0,0.0,0.0,0.0,0.0,11.25,1.72,0.0
20230407:0610,8.25,8.99,18.15,0.99,5.32,11.39,1.72,0.0
20230407:0710,184.98,173.75,76.37,4.61,17.07,12.87,2.0,0.0
20230407:0810,415.14,395.0,110.94,8.43,28.65,14.84,2.0,0.0
20230407:0910,602.81,611.31,129.42,11.85,39.62,15.96,2.0,0.0
20230407:1010,729.03,764.2,149.49,14.34,49.24,17.11,2.34,0.0
20230407:1110,824.13,895.87,143.46,16.15,56.17,17.53,3.17,0.0
20230407:1210,851.53,928.35,144.96,16.64,58.47,17.65,3.59,0.0
20230407:1310,823.89,892.58,136.68,16.01,55.18,17.83,3.93,0.0
20230407:1410,731.79,766.89,132.9,14.14,47.62,18.03,4.21,0.0
20230407:1510,583.07,587.77,119.18,11.36,37.67,17.99,4.21,0.0
20230407:1610,376.5,362.19,100.61,7.79,26.54,17.72,3.93,0.0
20230407:1710,140.65,137.33,67.96,3.92,14.91,17.12,3.66,0.0
20230407:1810,2.96,0.0,11.99,0.25,3.16,16.4,3.17,0.0
20230407:1910,0.0,0.0,0.0,0.0,0.0,15.71,2.41,0.0
20230407:2010,0.0,0.0,0.0,0.0,0.0,15.1,2.21,0.0
20230407:2110,0.0,0.0,0.0,0.0,0.0,14.27,2.48,0.0
20230407:2210,0.0,0.0,0.0,0.0,0.0,13.54,2.83,0.0
20230407:2310,0.0,0.0,0.0,0.0,0.0,13.39,2.83,0.0
20230408:0010,0.0,0.0,0.0,0.0,0.0,13.0,2.55,0.0
20230408:0110,0.0,0.0,0.0,0.0,0.0,12.41,2.55,0.0
20230408:0210,0.0,0.0,0.0,0.0,0.0,12.11,2.62,0.0
20230408:0310,0.0,0.0,0.0,0.0,0.0,11.89,2.62,0.0
20230408:0410,0.0,0.0,0.0,0.0,0.0,11.71,2.62,0.0
20230408:0510,0.0,0.0,0.0,0.0,0.0,11.63,2.48,0.0
20230408:0610,8.92,9.98,18.84,1.09,5.61,11.8,2.28,0.0
20230408:0710,186.03,175.62,76.02,4.68,17.36,13.29,2.07,0.0
20230408:0810,410.33,392.07,111.44,8.45,28.94,15.85,1.72,0.0
20230408:0910,597.91,597.65,134.11,11.77,39.93,17.39,2.9,0.0
20230408:1010,733.23,778.91,139.24,14.47,49.59,19.45,3.31,0.0
20230408:1110,818.25,887.2,145.13,16.11,56.55,20.21,4.14,0.0
20230408:1210,857.71,945.25,132.3,16.76,58.84,20.67,5.24,0.0
20230408:1310,820.15,872.22,143.82,15.88,55.5,20.48,6.07,0.0
20230408:1410,726.19,749.16,138.82,14.03,47.87,20.13,6.07,0.0
20230408:1510,575.47,573.98,122.81,11.27,37.88,19.5,5.45,0.0
20230408:1610,367.93,348.37,105.04,7.7,26.73,18.69,4.41,0.0
20230408:1710,138.02,135.2,67.51,3.92,15.08,17.87,3.38,0.0
20230408:1810,3.41,0.0,12.85,0.27,3.33,17.37,2.14,0.0
20230408:1910,0.0,0.0,0.0,0.0,0.0,16.87,1.17,0.0
20230408:2010,0.0,0.0,0.0,0.0,0.0,16.62,2.07,0.0
20230408:2110,0.0,0.0,0.0,0.0,0.0,16.03,2.76,0.0
20230408:2210,0.0,0.0,0.0,0.0,0.0,15.32,3.31,0.0
20230408:2310,0.0,0.0,0.0,0.0,0.0,15.1,3.24,0.0
20230409:0010,0.0,0.0,0.0,0.0,0.0,15.05,2.97,0.0
20230409:0110,0.0,0.0,0.0,0.0,0.0,14.57,2.34,0.0
20230409:0210,0.0,0.0,0.0,0.0,0.0,13.85,2.28,0.0
20230409:0310,0.0,0.0,0.0,0.0,0.0,13.34,1.86,0.0
20230409:0410,0.0,0.0,0.0,0.0,0.0,13.13,1.31,0.0
20230409:0510,0.0,0.0,0.0,0.0,0.0,12.97,1.03,0.0
20230409:0610,15.25,7.64,28.5,1.03,5.89,12.81,0.9,0.0
20230409:0710,172.43,141.23,92.31,4.39,17.64,14.07,0.76,0.0
20230409:0810,401.3,382.75,112.83,8.37,29.24,15.46,0.83,0.0
20230409:0910,582.07,568.44,142.69,11.52,40.25,16.23,2.34,0.0
20230409:1010,724.09,751.08,147.13,14.23,49.94,17.32,3.03,0.0
20230409:1110,810.17,856.64,151.98,15.82,56.93,18.05,4.14,0.0
20230409:1210,841.26,899.35,148.1,16.38,59.21,18.65,4.83,0.0
20230409:1310,803.3,840.5,151.76,15.59,55.81,18.98,5.24,0.0
20230409:1410,714.08,730.48,140.21,13.83,48.12,19.39,5.72,0.0
20230409:1510,560.48,543.63,131.43,11.0,38.08,19.09,5.86,0.0
20230409:1610,361.88,336.9,107.4,7.61,26.91,18.71,5.45,0.0
20230409:1710,131.68,117.74,74.46,3.76,15.25,17.98,4.34,0.0
20230409:1810,3.89,0.0,13.7,0.29,3.51,17.6,3.17,0.0
20230409:1910,0.0,0.0,0.0,0.0,0.0,17.4,1.72,0.0
20230409:2010,0.0,0.0,0.0,0.0,0.0,16.76,0.9,0.0
20230409:2110,0.0,0.0,0.0,0.0,0.0,16.34,0.83,0.0
20230409:2210,0.0,0.0,0.0,0.0,0.0,15.38,0.83,0.0
20230409:2310,0.0,0.0,0.0,0.0,0.0,15.33,0.97,0.0
20230410:0010,0.0,0.0,0.0,0.0,0.0,15.25,1.17,0.0
20230410:0110,0.0,0.0,0.0,0.0,0.0,14.88,1.31,0.0
20230410:0210,0.0,0.0,0.0,0.0,0.0,14.23,1.38,0.0
20230410:0310,0.0,0.0,0.0,0.0,0.0,14.08,1.1,0.0
20230410:0410,0.0,0.0,0.0,0.0,0.0,14.04,0.69,0.0
20230410:0510,0.0,0.0,0.0,0.0,0.0,13.77,0.55,0.0
